[0.00-2.88] 哈喽开始直播
[3498.80-3500.16] 广大女生的父母
[3500.16-3501.44] 你们是长个心眼儿
[3501.44-3502.84] 要学会保护自己的女儿
[3502.84-3504.88] 亲爱的大老王
[3504.88-3505.32] 你好
[3505.32-3508.80] 从抖音刷到你视频之后一发不可收拾
[3508.80-3512.08] 现在几乎每天都看你过往的直播视频
[3512.08-3512.36] 呃
[3512.36-3514.28] 今天看到你八个月前的视频了
[3514.28-3517.20] 在你13岁的时候得过肺炎
[3517.20-3518.72] 因为我和你有过相同的经历
[3518.72-3520.12] 才决定给你写邮件
[3520.12-3521.04] 说说我的故事
[3521.04-3522.28] 叫我小a吧
[3522.28-3523.76] 1987年属兔啊
[3523.76-3525.20] 比我小一轮
[3525.20-3526.92] 长得可漂亮了
[3526.92-3527.24] 漂亮
[3527.24-3528.60] 小少妇啊
[3528.60-3530.12] 比大老王你小12岁
[3530.12-3531.32] 我也是天秤座
[3531.32-3533.24] 10月10号出生在南方
[3533.24-3535.92] 一个非常贫困的小山村里
[3535.92-3537.48] 在我56岁的时候
[3537.48-3539.56] 村子里甚至还没有电
[3539.56-3540.80] 用的是煤油灯
[3540.80-3543.56] 我们当时的贫困程度可想而知
[3543.56-3545.20] 在我出生三天的时候
[3545.20-3546.68] 妈妈得了重病啊
[3546.68-3547.92] 不会是贵州吧
[3547.92-3549.72] 由于家里贫困
[3549.72-3551.76] 爸爸当时想把我送人啊
[3551.76-3554.00] 因为我上面已经有个两岁的哥哥了
[3554.00-3554.36] 哎呀
[3554.36-3556.12] 真的是差点被送出去啊
[3556.12-3556.80] 我外婆
[3556.80-3558.84] 执意不肯将我送人啊
[3558.84-3559.92] 我看看几岁啊
[3559.92-3560.24] 哎呀
[3560.24-3560.96] 这么可怜
[3560.96-3561.16] 哎呀
[3561.16-3563.16] 出生刚三天
[3563.16-3563.88] 哎呀
[3563.88-3564.76] 真是可怜啊
[3564.76-3566.48] 外婆执意不肯将我送人
[3566.48-3568.68] 便把我带回自己家抚养
[3568.68-3569.40] 我的童年
[3569.40-3571.28] 所以是在外婆家长大的
[3571.28-3573.84] 因为我爸爸妈妈那时去了广东打工啊
[3573.84-3575.60] 这是个留守儿童
[3575.60-3577.48] 很少回来
[3577.48-3581.12] 外婆家虽然很穷
[3581.12-3582.40] 但是我外婆呢
[3582.40-3583.72] 对我爱护有加
[3583.72-3586.08] 我从小就特别依赖外婆
[3586.08-3586.32] 在
[3586.32-3588.52] 我大概四岁左右的时候发生了一件
[3588.52-3590.72] 我从来没有跟任何人提起过的事情
[3590.72-3591.96] 包括我外婆
[3591.96-3592.76] 四岁
[3592.76-3593.20] 记住啊
[3593.20-3594.96] 这个禽兽啊
[3594.96-3596.36] 就就禽兽什么的
[3596.36-3598.04] 不是八岁到八十岁
[3598.04-3600.84] 那么四岁这帮禽兽都不不放过
[3600.84-3601.68] 四岁
[3601.68-3602.96] 我有很多小孩
[3602.96-3604.36] 四岁小孩很小的
[3604.36-3607.52] 四岁小孩很就是他
[3607.52-3609.92] 四岁小孩是个枕头那么大
[3609.92-3611.44] 这比枕头长不了多少
[3611.44-3615.00] 你这就所以这个是禽兽啊
[3615.00-3615.36] 呃
[3615.36-3616.16] 而且他也没有任何一个人啊
[3616.16-3618.28] 任何性征啊
[3618.28-3621.32] 所以我不知道为什么会把这件事情记得那么清楚
[3621.32-3625.12] 这大概是我至今以游记最早的一件事
[3625.12-3627.20] 大概是一个深秋的一个早晨
[3627.20-3630.48] 头天外婆好像是去了亲戚家吃喜酒了
[3630.48-3632.60] 住在亲戚家一晚上没回来
[3632.60-3634.80] 那天晚上我就跟外公一起睡
[3634.80-3636.56] 早上我朦朦胧胧的感觉
[3636.56-3639.76] 有人在被子里摸我下体
[3639.76-3643.84] 醒来看到是外公在拿什么东西在蹭我
[3643.84-3646.12] 那时候我根本不知道这是什么东西啊
[3646.16-3647.24] 蹭了一会儿
[3647.24-3651.28] 就感觉到有很黏的东西弄到我的下体
[3651.28-3652.88] 我虽然不知道这是什么
[3652.88-3655.40] 但是我当时觉得这是不好的东西
[3655.40-3658.44] 这时我外公就去拿东西擦啊
[3658.44-3659.64] 这是我的第一反应
[3659.64-3661.44] 就是赶紧把裤子穿起来
[3661.44-3662.32] 等外公回来
[3662.32-3663.76] 他又想摸我下体时
[3663.76-3665.72] 发现我已经把裤子穿起来了
[3665.72-3667.12] 他就没再继续了
[3667.12-3669.40] 之后再也没有发生过类似的事情了
[3669.40-3672.60] 可可能看到我这么快穿上裤子
[3672.60-3673.16] 呃
[3673.16-3674.92] 我已经知道这是不好的事情
[3674.92-3676.16] 怕我说出去吧
[3676.16-3679.04] 等我长大以后才知道这叫猥亵
[3679.04-3682.40] 不敢告诉外婆是害怕自己又被抛弃
[3682.40-3684.40] 就只好把他啊
[3684.40-3684.80] 就好
[3684.80-3686.60] 只好自己把它埋在心里啊
[3686.60-3688.84] 你看这小留守儿童这个心理啊
[3688.84-3689.88] 多可怜啊
[3689.88-3693.92] 所有的这些东西全会显现在他成年以后的人生中啊
[3693.92-3695.96] 所以这个这个孩子的健康啊
[3695.96-3698.12] 做父母的一定要注意注意啊
[3698.12-3701.96] 不是你妈去他妈的广东打工生这个闺女就等于不要了啊
[3703.20-3704.00] 呃
[3704.00-3705.48] 现在想想我的表妹
[3705.48-3705.88] 阔胡
[3705.88-3707.48] 也就是我舅舅的女儿啊
[3707.48-3710.28] 就是看来他妈妈还有个兄弟啊
[3710.28-3712.68] 我表妹也是我外公带大的啊
[3712.68-3713.28] 那么完了
[3713.28-3715.24] 你外公看来还有很多目标
[3715.24-3717.56] 我想外公大概也对他做过类似的事情吧
[3717.56-3718.52] 你可以问问他啊
[3718.52-3720.80] 这些东西没有什么不好意思的
[3720.80-3722.80] 长大后出去工作了
[3722.80-3725.16] 每次回去看外婆
[3725.16-3727.36] 阔胡外婆是我这辈子最爱的人啊
[3727.36-3729.36] 也会看到他就是外公
[3729.36-3731.20] 但我还是装作若无其事
[3731.20-3733.56] 也照样会给他钱孝敬他
[3733.56-3735.64] 其实每次见到他
[3735.64-3737.56] 我心里都会不太舒服
[3737.56-3739.88] 但我还是自己选择默默承受
[3739.88-3744.92] 我知道在农村像我这种类似的事情很多很多
[3744.92-3746.52] 所以在我七八岁的时候
[3746.52-3749.64] 我就发誓一定要逃出这个穷山村
[3749.64-3751.20] 在我小学三年级的时候
[3751.20-3752.56] 得过一次肺炎啊
[3752.56-3755.04] 肺部感染大概也是肺炎之后
[3755.04-3758.04] 在我十三岁初中二年级复发过一次
[3758.04-3761.88] 我清楚的记得那时候连说话呼吸胸口都疼
[3761.88-3764.32] 同年学校的围墙倒塌
[3764.32-3765.52] 又压到我的脚
[3765.64-3767.72] 导致我双脚脚踝骨裂
[3767.72-3770.04] 现在想想十三岁那年
[3770.04-3772.24] 犯太岁导致运气不好吧
[3772.24-3774.12] 感觉和大老王有些类似啊
[3774.12-3776.04] 对我也是十三岁那年倒霉
[3776.04-3777.24] 差点挂了
[3777.24-3778.64] 由于就是肺炎嘛
[3778.64-3779.92] 由于时间关系
[3779.92-3781.24] 今天暂时说到这儿
[3781.24-3783.24] 其他故事之后得空了
[3783.24-3786.08] 一一到来也算是一个女屌丝逆袭的故事吧
[3786.08-3789.52] 附上两张中年少女照片非常漂亮啊
[3789.52-3792.36] 目前为止给我发照片的女教友里边
[3792.36-3794.52] 她能排前三名的那种那种
[3795.64-3796.96] 骚浪剑程度
[3796.96-3798.52] 身材啊骚浪剑
[3798.52-3802.68] 这这而且就是一看就是现在就是混得非常好啊
[3802.68-3806.28] 现在经济上也不缺啊
[3806.28-3808.24] 但是呢这个四岁没有记忆的
[3808.24-3809.88] 哪个王八蛋说四岁没有记忆的
[3809.88-3811.36] 老子一岁就有记忆
[3811.36-3817.32] 那就是就是那个场景一下子会印到孩子的心里边去
[3817.32-3820.84] 而这个年轻的这些父母啊
[3820.84-3822.28] 尤其是外出务工的
[3822.28-3823.76] 一定要对自己的小孩
[3823.76-3825.36] 不光是女孩啊
[3825.36-3827.48] 男孩也会碰着变态的
[3827.48-3829.68] 所以一定要加以保护啊
[3829.68-3830.88] 这个尤其是母亲
[3830.88-3832.56] 我觉得母亲的责任第一重要的
[3832.56-3834.40] 因为孩子依恋母亲
[3834.40-3835.68] 他不一定敢跟父亲说
[3835.68-3837.08] 但是他敢跟母亲说
[3837.08-3837.28] 好
[3837.28-3839.60] 所以你们一定要重视啊
[3839.60-3843.80] 而且一定要破除一个错误的概念啊
[3843.80-3846.12] 中国人有时候错误概念就是什么
[3846.12-3848.04] 就是就是穷的地方啊
[3848.04-3850.64] 穷人都是淳朴的啊
[3850.64-3853.52] 他穷是因为他道德高尚啊
[3853.52-3855.24] 是因为他干不了坏事儿
[3855.36-3856.76] 他才穷啊
[3856.76-3858.12] 他做不了奸商才穷
[3858.12-3860.48] 一派胡言
[3860.48-3862.44] 我告诉你穷生奸计
[3862.44-3864.00] 富长良性
[3864.00-3865.68] 越穷的地方
[3865.68-3867.48] 这双变态的越多
[3867.48-3872.36] 越穷的地方就越趋近于禽兽啊
[3872.36-3873.20] 禽兽不如
[3873.20-3874.56] 禽兽不如
[3874.56-3876.12] 禽兽不干这事儿啊
[3876.12-3881.28] 所以呃这种地方的父母啊
[3881.28-3882.60] 云贵川啊
[3882.60-3885.24] 呃什么前西南啊
[3885.24-3886.16] 这前东南啊
[3886.16-3886.60] 这种地方
[3886.60-3887.96] 你们一定要小心啊
[3887.96-3889.68] 拿自己的孩子保护好
[3891.00-3891.76] 老王你好
[3891.76-3894.60] 这个也是一个类似这种情况啊
[3894.60-3896.16] 但是他他是个台湾的啊
[3896.16-3898.32] 所以他要让我把他所有的东西
[3898.76-3899.20] 嗯
[3899.20-3901.48] 都都都隐去
[3901.48-3902.68] 所以我试一下啊
[3903.08-3908.04] 呃2024年我和老婆搬到了新婚老婆搬到温哥华
[3908.40-3911.04] 本身对玄学和两性很有兴趣
[3911.16-3913.52] 几周前刷到您的视频无可自拔
[3913.52-3914.88] 我35岁
[3915.24-3917.12] 自觉于人生最重要的阶段
[3917.12-3919.08] 但生长于基督教家庭
[3919.08-3922.76] 所以很难跟父母探讨玄学和两性类的话题
[3922.76-3924.08] 因此写信给老王
[3924.08-3925.88] 希望能找个知心大哥指点
[3925.88-3927.32] 我台湾人啊
[3927.32-3930.24] 呃90年什么在台北啊
[3930.24-3934.68] 然后这个祖上是跟上海长大的啊
[3934.68-3936.88] 跟着国民党49年到了台湾啊
[3936.88-3939.20] 属于那种老国民党
[3940.48-3944.88] 然后呢呃家里边都是高级知识分子家庭啊
[3944.88-3947.88] 这个都是华华侨啊
[3947.88-3950.36] 或者说这个教授
[3950.36-3953.40] 然后在台湾读大学时呢啊
[3953.40-3955.28] 这个祖父母生了我父亲
[3955.28-3958.04] 呃我父亲是在菲律宾出生的
[3958.04-3960.84] 因为那个时候呃台湾的经济好
[3960.92-3963.00] 在东南亚各国家都有项目
[3963.00-3967.52] 所以父亲一直是呃跟着祖父在马来西亚
[3967.52-3970.20] 泰国新加坡菲律宾做工程啊
[3970.20-3971.84] 做台湾国民党的那些
[3971.88-3973.20] 党产企业啊
[3973.20-3973.76] 然后呢
[3973.76-3974.56] 在
[3974.88-3977.36] 呃他父亲到美国读完毕业
[3977.36-3978.48] 然后在美国呢
[3978.48-3979.64] 认识了他母亲
[3979.64-3980.80] 然后结婚啊
[3981.80-3988.54] 这个生长在这样呃具体细节我就不念了
[3988.54-3991.70] 他他说要把他的这个东西藏一下啊
[3991.70-3996.10] 生长在这样重视学业成就呃的家庭
[3996.10-3998.74] 让我从小备够备受压力啊
[3998.74-4000.94] 典型的这个中国知识分子家庭啊
[4000.94-4002.62] 还记得家庭聚餐时
[4002.62-4006.86] 阿姨们讨论的问题都是某个堂哥表哥
[4006.86-4007.26] 上
[4007.50-4009.66] 上了台湾最好的大学
[4009.66-4012.90] 某个堂哥表哥上了美国什么什么大学留学
[4012.90-4014.90] 我自己智商平均啊
[4014.90-4016.82] 从小我就不太喜欢学习
[4016.82-4018.78] 我就是喜欢运动
[4018.78-4019.26] 所以呢
[4019.26-4022.62] 我的成绩只能排在班里边的前四分之一啊
[4022.62-4023.50] 所以呢
[4023.50-4025.70] 在我的这个家族里边啊
[4025.70-4026.82] 就是完蛋了啊
[4026.82-4032.34] 就是很难跟上这个这个亲戚们的这个别人家的孩子
[4032.34-4034.22] 庆幸的是在13岁的时候
[4034.22-4036.46] 我爸被外派到了香港
[4036.46-4037.46] 我就去了香港啊
[4037.46-4038.58] 读国际学校
[4038.58-4041.70] 终于离开了台湾的那种中国式的啊
[4041.70-4044.14] 填鸭考试教育
[4044.14-4045.10] 呃
[4045.10-4047.06] 到国际学校的我没有自信
[4047.06-4048.62] 因为我不会说英文呢
[4048.62-4049.10] 所以呢
[4049.10-4053.26] 一直在强补在香港的国际学校补英文ESL啊
[4053.26-4053.86] 呃
[4053.86-4057.34] 这个在充满西人和ABC的环境下
[4057.34-4058.86] 那时候的香港啊
[4058.86-4059.34] 呃
[4059.34-4060.18] 是这样的啊
[4060.18-4061.78] 跟加拿大差不多
[4061.78-4062.02] 呃
[4062.02-4062.54] 所以呢
[4062.54-4064.10] 适应能力蛮强啊
[4064.10-4065.58] 找到了好朋友
[4065.58-4067.42] 然后英文也都OK了
[4067.46-4072.22] 所以逐步的同化成了身边的香港啊
[4072.22-4075.10] 香港朋友所谓的这个香蕉仔啊
[4075.10-4076.14] 竹笙仔啊
[4076.14-4078.62] 就是外边是黄的
[4078.62-4079.74] 里边是白的啊
[4079.74-4080.38] 这是香蕉
[4080.38-4083.30] 在香港还有一种叫鸡蛋仔啊
[4083.30-4085.58] 鸡蛋仔就是呃
[4085.58-4087.82] 外边是白的鸡蛋吗
[4087.82-4090.58] 你看你剥开鸡蛋是不是里边那个蛋清是白的
[4090.58-4091.94] 里边是黄的啊
[4091.94-4094.22] 就是在香港长大的白人啊
[4094.22-4095.06] 还是鸡蛋仔
[4095.06-4095.30] 嗯
[4095.30-4095.42] 嗯
[4095.42-4095.50] 嗯
[4095.50-4095.58] 嗯
[4095.58-4095.70] 嗯
[4095.70-4095.74] 嗯
[4095.74-4095.82] 嗯
[4095.82-4095.90] 嗯
[4095.90-4095.94] 嗯
[4095.94-4095.98] 嗯
[4095.98-4096.10] 嗯
[4096.10-4096.18] 嗯
[4096.18-4096.22] 嗯
[4096.22-4096.34] 嗯
[4096.34-4096.38] 嗯
[4096.38-4096.58] 嗯
[4096.58-4096.62] 嗯
[4096.62-4096.70] 嗯
[4096.70-4096.82] 嗯
[4096.82-4096.86] 嗯
[4096.86-4097.10] 嗯
[4097.46-4099.42]  the 然后呢就是大学毕业呢啊
[4099.42-4101.70] 就留呃留在香港读大学
[4101.70-4105.14] 然后又在香港呢进的中文大学啊
[4105.14-4106.14] 香港中文大学啊
[4106.14-4109.46] 大那个下一站叫火炭是吧
[4109.46-4111.42] 然后还一站大海
[4111.42-4112.26] 哈哈哈
[4112.26-4116.14] 就是做做港铁呃火炭从九龙堂过去
[4116.14-4119.02] 火炭大学大浦须对吧
[4119.02-4120.26] 就是那那条线
[4120.62-4125.14] 呃我自己当时也觉得将来还是在香港工作吧
[4125.14-4125.90] 所以呢
[4126.78-4127.34] 就是
[4127.34-4131.34] 在念了一个非常好的专业啊
[4131.34-4134.06] 然后这个呃
[4134.06-4138.18] 生物技术大学期间我的时期时间都是在玩啊
[4138.18-4140.90] 运动打球酒吧撩妹
[4140.90-4141.34] 呃
[4141.34-4144.18] 因为我自己知道自己智商不适合做技术型的
[4144.18-4144.62] 所以呢
[4144.62-4147.90] 我就一直在销售领域努力呃
[4147.90-4150.38] 毕业后直接找了一个跨国的大药厂啊
[4150.38-4152.06] 做销售工作啊
[4152.06-4154.78] 然后因为年纪轻嘛啊
[4154.78-4156.18] 又赚钱快嘛
[4156.18-4156.42] 然后很快就找了一个大药厂啊
[4156.42-4156.66] 然后因为年纪轻嘛啊
[4156.66-4158.90] 然后很快就找到了公司制度的漏洞
[4158.90-4159.86] 呃
[4159.86-4166.82] 把签发给诊所免费的三泡药拿拿到药房转卖
[4166.82-4169.10] 领薪水的同时中饱私囊
[4169.10-4169.82] 呃
[4169.82-4173.70] 过了一段时间觉得自己这样做道德开始道德太败坏了啊
[4173.70-4177.06] 于是决定自己主动停止工作了两年后
[4177.06-4181.42] 23岁的我看着身边的同事大都三十几岁
[4181.42-4182.66] 甚至四十几岁了
[4182.66-4183.26] 呃
[4183.26-4185.50] 还在做跟我一模一样的工作
[4185.50-4186.66] 顿时了无挑战啊
[4186.66-4187.70] 于是呢
[4187.70-4189.70] 我看看他干啥了啊
[4189.70-4192.14] 于是他就他肯定辞职了啊
[4192.14-4195.30] 然后认识了我当猎头的新女友啊
[4195.30-4196.82] 前女友当猎头
[4196.82-4199.78] 然后进入猎头行业啊
[4199.78-4201.38] 然后当时的我呢
[4201.38-4202.02] 呃
[4202.02-4204.62] 被猎头行业的这个高薪啊
[4204.62-4206.38] 高奖金所吸引
[4206.38-4209.54] 我在猎头这个行业工作了超过八年啊
[4209.54-4212.78] 做投行私募和对冲基金的招聘人
[4212.78-4214.78] 呃
[4214.78-4216.62] 因为我老板是英国人算是
[4216.66-4217.90] 跟对了大哥吧
[4217.90-4219.74] 总之为了赚钱啊
[4219.74-4221.74] 挣了很多很多钱啊
[4221.74-4223.62] 然后养拜金的前女友啊
[4223.62-4224.78] 也很有动力
[4224.78-4227.02] 在我26岁到29岁的时候
[4227.02-4229.46] 我年入到100万港币啊
[4229.46-4231.82] 当时把赚钱看得很重啊
[4231.82-4233.54] 生活的并不开心
[4233.54-4236.10] 曾经想过自己创立独立的猎头公司
[4236.10-4237.38] 但因为开支太大
[4237.38-4238.82] 需要每个月的薪水
[4238.82-4240.14] 所以打消了念头
[4240.14-4242.62] 和我这个拜金的前女友分手后
[4242.62-4245.70] 我进入了一段没了责任感的真空期
[4245.70-4246.54] 赚钱的动力
[4246.66-4247.66] 也不太了无啊
[4247.66-4249.66] 业绩也所以也不太重视了
[4249.66-4252.30] 我把所有的精力都放在了两性关系上
[4252.30-4253.86] 每周末我都要到酒吧
[4253.86-4254.50] 夜店
[4255.62-4259.02] 钻研如何撩妹和增强自己的雄性吸引力
[4259.66-4261.58] 苦读印度性经
[4261.58-4263.82] 看了不少探讨性学的影片
[4263.82-4266.70] 并接触到了中国的双修
[4267.98-4270.10] 在这段时间展开了一段
[4270.10-4272.78] 令我从男孩变成男人的感情啊
[4272.78-4274.22] 当时我29岁
[4274.22-4275.62] 在夜店认识了一个
[4275.62-4278.50] 非常带有神秘感的他女他啊
[4278.50-4279.54] 约会了两次之后
[4279.54-4281.26] 他才告诉我
[4281.26-4282.86] 他比我大9岁啊
[4282.86-4283.66] 离了婚啊
[4283.66-4285.74] 那正正八经小少妇啊
[4285.74-4287.58] 呃有两个女儿
[4287.58-4289.34] 因为他的特殊情况
[4289.34-4291.10] 他不需要有稳定的感情
[4291.10-4293.14] 所以我们是固泡啊
[4293.14-4294.38] 持续约会
[4294.38-4295.90] 呃年近40岁啊
[4295.90-4297.10] 39岁的他啊
[4297.10-4299.02] 如狼似虎
[4299.02-4300.54] 风韵犹存等等等等
[4300.54-4301.10] 我看啊
[4301.10-4302.30] 人家没40岁吧
[4302.30-4305.58] 你29他比你大9岁啊
[4305.62-4307.50] 差不多了38嗯
[4307.50-4309.02] 那这最好的时候啊
[4309.02-4310.30] 风韵犹存
[4310.30-4312.18] 不断从我这个小鲜肉
[4312.18-4313.70] 这里采阴补阳啊
[4313.70-4314.50] 采阳补阴
[4315.78-4317.30] 过了快一年多后
[4317.30-4319.50] 我们逐渐从激情变成了爱情
[4319.50-4321.18] 我操这叫日久生情
[4321.18-4321.86] 我操
[4321.86-4323.50] 那看来是性生活是很和谐的
[4323.50-4325.98] 因为这个这个小姐姐是个38
[4325.98-4327.22] 49岁的小少妇啊
[4327.22-4328.86] 哎呀那太好玩了
[4328.86-4329.50] 呃
[4329.50-4332.18] 但我也开始对他的家庭背景
[4332.18-4334.58] 小孩和前夫感到了好奇
[4334.58-4335.58] 在我的追查之下
[4335.62-4336.54] 他终于承认了
[4336.54-4338.22] 他其实没有离婚
[4338.22-4340.34] 他怀疑他老公有小三
[4340.34-4342.26] 但为了孩子也没办法离婚
[4342.26-4344.66] 所以他呢就在外边自己找
[4344.66-4346.22] 他说他们呃
[4346.22-4349.26] 就是他跟他老公过着室友一般的无性婚姻
[4349.26-4350.66] 过户虽然我不信
[4350.66-4353.50] 我查到他老公是个以前在投行
[4353.50-4355.18] 现在在私募的MD
[4355.18-4356.90] 我说那你还算半个同行
[4356.90-4358.34] 你不是这行的私募吗
[4358.34-4358.62] 呃
[4358.62-4359.90] 猎头吗啊
[4359.90-4361.54] 他求我留在他身边
[4361.54-4363.70] 而我也成了他的小奶狗
[4363.70-4365.38] 出去吃饭都是女的买单
[4365.38-4367.06] 过生日我也有礼物啊
[4367.06-4368.30] 女的给他买礼物
[4368.30-4369.82] 其实我并不缺钱
[4369.82-4370.22] 他呃
[4370.22-4371.54] 我也没跟他要钱
[4371.54-4373.78] 但他似乎在用这样的仪式啊
[4373.78-4376.14] 表示能让我的感觉好一点
[4376.14-4376.38] 呃
[4376.38-4379.86] 他时常说我前世是他的奈特啊
[4379.86-4383.70] 奈特就是那个叫人就是黑桃沟啊
[4383.70-4384.46] 这那就是什么
[4384.46-4386.22] 就是大家知道那个打牌
[4386.22-4387.66] 那个黑桃沟叫什么
[4387.66-4390.06] 叫叫叫叫叫叫叫蓝开斯特啊
[4390.06-4391.70] 那个就是武士啊
[4391.70-4392.54] 勇士啊
[4392.54-4393.10] 骑士啊
[4393.10-4395.34] 奈特那个k不就是
[4395.38-4396.78] 亚瑟王吗
[4396.78-4398.30] 蓝开斯特给亚瑟王绿了吗
[4398.30-4400.42] 呃前世是他的奈特啊
[4400.42-4402.10] queen就是亚瑟王的老婆
[4402.10-4404.42] 所以呃皇后啊
[4404.42-4408.78] 所以金氏来他身边保护他
[4408.78-4409.82] 我擦完了
[4409.82-4411.82] 我一开始觉得太浪漫了
[4411.82-4413.14] 但后来越发越不爽
[4413.14-4415.82] 因为我怎么看自己是个狮子座的king
[4415.82-4416.38] 哈哈
[4416.38-4418.66] 呃怎么沦落成了奈特呢
[4418.66-4419.90] 本来是老k我操
[4419.90-4421.02] 这玩意现在变成沟了
[4421.02-4423.18] 我有尝试找新的女人
[4423.18-4424.30] 但我的大火箭
[4424.30-4425.34] 始终不出现了
[4425.38-4426.22] 不肯离开
[4426.22-4428.02] 所以又持续了两年
[4428.02-4429.82] 主要是新的女孩啊
[4429.82-4432.82] 呃在性上照照这个小少妇
[4432.82-4435.42] 怎么比不了吗
[4435.42-4437.50] 呃所以又持续了两年
[4437.50-4438.74] 期间我对婚姻啊
[4438.74-4442.62] 一夫一妻的社会制度和人的兽性都有了新的感悟
[4442.62-4446.38] 感觉男人为了家庭和女人努力工作是没有意义的
[4446.38-4447.58] 丢下了这些包袱
[4447.58-4449.90] 我辞掉了全职猎头工作
[4449.90-4451.30] 改为freelance啊
[4451.30-4452.02] 自由职业了
[4452.02-4454.94] 申请了在美国网上的大学心理课
[4454.94-4455.34] 学完学了
[4455.38-4455.98] 养了硕士
[4455.98-4458.74] 也让我重新找到了对学习的热爱啊
[4458.74-4461.14] 你看你还因祸得福了
[4461.14-4462.58] 开始阅读关于心理学
[4462.58-4465.58] 哲学自我成长和成功学的书籍
[4465.58-4469.42] 这段期间我饱受心理和道德枷锁的折磨
[4469.42-4471.10] 怎么你还有道德枷锁吗
[4471.10-4473.42] 你这种烂货还有道德枷锁吗
[4473.42-4476.62] 其实时常觉得对不起爸妈的教养
[4476.62-4479.78] 明明在不错的家庭环境下成长长大
[4479.78-4481.26] 但最后成了小王啊
[4481.26-4484.94] 大家知道小王台湾人管男小三叫小王啊
[4484.94-4488.86] 因为我自私和有夫之妇在一起
[4488.86-4492.70] 恐怕令他们不能享有和儿孙之福啊
[4492.70-4494.06] 就是呃
[4494.06-4496.86] 他是他对他父母产生了愧疚
[4496.86-4498.94] 因为他再跟这个女的混下去
[4498.94-4500.50] 他就错过结婚的时间了嘛
[4500.50-4505.06] 有一次我跪在床边哭着向上帝祈祷
[4505.06-4506.66] 整祈求他拯救我
[4506.66-4508.14] 因为我的意志太软弱
[4508.14-4509.42] 离不开肉体
[4509.42-4511.26] 对那个骚女人的隐啊
[4511.26-4512.10] 神听了
[4512.10-4512.86] 没过多久
[4512.86-4514.50] 我遇到我现在的太太
[4514.50-4517.46] 一念之间离开那个有夫之妇变得如此之容易
[4517.46-4517.78] 嗨
[4517.78-4520.18] 看到这我也知道你太太更骚呗
[4520.18-4523.46] 就是这个世界上根本就没有奇迹
[4523.46-4525.06] 别他们相信呃
[4525.06-4526.74] 你这个中华田园基督徒
[4526.74-4529.14] 你什么中华民国也是田园基督徒
[4529.14-4531.06] 就是什么上帝根本不会拯救你
[4531.06-4532.98] 上帝连他们神父都不会拯救
[4532.98-4533.66] 幸运来了
[4533.66-4536.74] 神父一块跟修女呃乱搞
[4536.74-4537.54] 我跟你们讲啊
[4537.54-4540.14] 就是你怎么一下就变得道德高尚了
[4540.14-4541.70] 那个大骚逼怎么就是我操
[4541.70-4543.02] 你都黏到他鼻里了
[4543.02-4544.46] 但是哗就开始
[4544.50-4545.10] 放飞自我
[4545.10-4545.86] 然后就哇
[4545.86-4549.66] 就开始我你还道德一起到道德
[4549.66-4551.34] 就是上帝看见你了
[4551.34-4551.90] 哇
[4551.90-4553.18] 你的世界有了光
[4553.18-4554.42] 我的你就回回归家庭
[4554.42-4555.38] 呸
[4555.38-4557.42] 操真相如此之简单
[4557.42-4559.10] 就是你的他们现现老婆
[4559.10-4560.26] 就是你老婆
[4560.26-4561.42] 那比他骚
[4561.42-4563.78] 前途后效比他比他会
[4563.78-4565.06] 那么干起来比他过瘾
[4565.06-4566.22] 就这么简单
[4566.22-4568.42] 我操就这么简单
[4568.42-4570.78] 听我昨天讲第一个他妈的
[4570.78-4573.78] 听着你们台湾那个中华民国广播电台
[4574.50-4578.02] 那个叫陈梦华的嗲嗲的声优的声音
[4578.02-4579.34] 在被窝里打手枪
[4579.34-4581.86] 然后终于忍不住开着米格15
[4581.86-4586.06] 呃比斯米格15比斯中国当时现役的战斗机
[4586.06-4588.58] 呃要把一口气飞到台湾投奔自由的
[4588.58-4590.74] 那个叫刘承思的哥们
[4590.74-4594.26] 刘伯承的成成成刘伯承的成啊
[4594.26-4596.10] 司令司刘承思的哥们啊
[4596.10-4598.22] 到了台湾就叫我要见陈梦华
[4598.22-4600.58] 我跟他结婚俩人谈谈朋友
[4600.58-4602.10] 最后说
[4602.10-4603.58] 国民党不同意啊
[4603.58-4604.38] 要拆散他俩啊
[4604.38-4605.42] 费劲了吗
[4605.42-4606.34] 一分钟都没费
[4606.34-4608.74] 为什么给他拍了个更漂亮的骚货
[4608.74-4609.54] 叫蔡健美的
[4609.54-4610.94] 他马上跟蔡健美结婚了
[4610.94-4611.82] 哎
[4611.82-4613.70] 这个时候我告诉你啊
[4613.70-4615.38] 我老王说的就是实话
[4615.38-4615.98] 我告诉你啊
[4615.98-4618.58] 移情才能别恋
[4618.58-4619.30] 哎
[4619.30-4620.42] 什么叫情商
[4620.42-4622.30] 我我这个人哎呀
[4622.30-4624.10] 杨过和小龙女啊情商啊
[4624.10-4626.38] 离开了对方之后心都碎了
[4626.38-4628.18] 为什么没有更好的来啊
[4628.18-4628.82] 就这么简单啊
[4628.82-4629.82] 真相就这么扎心
[4629.82-4632.82] 如果来个更好的杨过就爬爬的走了
[4632.82-4633.22] 你知道吧
[4633.22-4634.34] 杨过啊
[4634.34-4635.06] 小龙女啊
